"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that payment modal fields remain pre-filled after closing and reopening the modal.Also verify that all entered values are cleared after page refresh.","1255","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","UI Tests","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal"
"Verify discount disappears after decreasing quantity below threshold","1429","verifyDiscountIsNoLongerAvailableAfterDecreasingCartQuantity","TestSuite","2026-06-09","failed","2026-06-09","org.coffeecart5340.ui.CartPreviewTests","UI Tests","org.coffeecart5340.ui.CartPreviewTests","verifyDiscountIsNoLongerAvailableAfterDecreasingCartQuantity"
"  As a customer,
  I want the promotional offer to re-trigger if my cart quantity falls below the discount threshold and reaches it again,
  So that I don't miss out on special discounts if I change my mind about my cart contents.","9636","TC-056 Verify promotional offer triggers again after cart quantity drops","","2026-06-09","passed","2026-06-09","","Promotional offer triggering logic","TC-056 Verify promotional offer triggers again after cart quantity drops",""
"","1683","ToDo","","2026-06-09","unknown","2026-06-09","","Promo discount after three items","ToDo",""
"  As a customer,
  I want the cart preview to instantly and accurately reflect both the items I add and the promotional cups I accept,
  So that I always know exactly what is in my cart before checking out.","11103","TC-057 Verify cart preview updates correctly when accepting promotional offers","","2026-06-09","passed","2026-06-09","","Cart preview dynamic updates with promotional offers","TC-057 Verify cart preview updates correctly when accepting promotional offers",""
"","760","verifyAddingCoffeeViaRightClickOnTheCard","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.CartManagementTests","UI Tests","org.coffeecart5340.ui.CartManagementTests","verifyAddingCoffeeViaRightClickOnTheCard"
"TC-12: Verify that adding the same coffee multiple times from the Menu updates quantity in Cart","611","verifyUpdatesQuantityInCartFromMenuPage","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.CartManagementTests","UI Tests","org.coffeecart5340.ui.CartManagementTests","verifyUpdatesQuantityInCartFromMenuPage"
"  As a user, I want to hover over the checkout button to quickly see my items","13672","Verify that hovering over the Total button displays the quick cart preview on Desktop","","2026-06-09","passed","2026-06-09","","Quick Cart Preview","Verify that hovering over the Total button displays the quick cart preview on Desktop",""
"Verify checkout email validation behavior when invalid email formats are used.","584","verifyValidationMessageForInvalidEmailDuringCheckout","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.CheckoutEmailValidationTest","UI Tests","org.coffeecart5340.ui.CheckoutEmailValidationTest","verifyValidationMessageForInvalidEmailDuringCheckout"
"TC-02: Verify cart item quantity updates using '+' and '-' buttons on Cart page","679","verifyCartItemQuantityButtonsOnCartPage","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.CartManagementTests","UI Tests","org.coffeecart5340.ui.CartManagementTests","verifyCartItemQuantityButtonsOnCartPage"
"Verify that declining the promo discount closes the modal and cart count remains unchanged.","5569","verifyCartRemainsUnchangedAfterDecliningPromo","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.PromoDiscountTests","UI Tests","org.coffeecart5340.ui.PromoDiscountTests","verifyCartRemainsUnchangedAfterDecliningPromo"
"","10601","Verify that the Cart Preview accurately reflects the added item and its quantity upon hover","","2026-06-09","passed","2026-06-09","","Cart Preview accurately reflects added item and quantity upon hover","Verify that the Cart Preview accurately reflects the added item and its quantity upon hover",""
"TC-31: Verify that promo drink is added to cart after clicking agree button.","523","verifyPromoDrinkIsAddedToCartAfterClickingAgree","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.PromoDiscountTests","UI Tests","org.coffeecart5340.ui.PromoDiscountTests","verifyPromoDrinkIsAddedToCartAfterClickingAgree"
"Verify that adding a discounted Mocha via promo cannot be increased beyond 1, and total price is calculated correctly.","1360","verifyImpossibilityOfAddingExtraDiscountedMochaAfterPromo","TestSuite","2026-06-09","failed","2026-06-09","org.coffeecart5340.ui.PromoDiscountTests","UI Tests","org.coffeecart5340.ui.PromoDiscountTests","verifyImpossibilityOfAddingExtraDiscountedMochaAfterPromo"
"Verify that after completing a successful purchase the cart becomes empty and the success message is displayed.","6684","verifyCartIsEmptyAfterSuccessfulPurchase","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.EmptyCartPageTests","UI Tests","org.coffeecart5340.ui.EmptyCartPageTests","verifyCartIsEmptyAfterSuccessfulPurchase"
"Verify checkout email validation behavior when invalid email formats are used.","502","verifyValidationMessageForInvalidEmailDuringCheckout","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.CheckoutEmailValidationTest","UI Tests","org.coffeecart5340.ui.CheckoutEmailValidationTest","verifyValidationMessageForInvalidEmailDuringCheckout"
"","8611","Promotional Mocha disappears when all qualifying products are removed","","2026-06-09","broken","2026-06-09","","Promotional drink offer removal after deleting qualifying items","Promotional Mocha disappears when all qualifying products are removed",""
"","384","verifyThatTotalButtonOpensPaymentDetailsModal","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.PaymentModalOpenCloseTest","UI Tests","org.coffeecart5340.ui.PaymentModalOpenCloseTest","verifyThatTotalButtonOpensPaymentDetailsModal"
"TC01 & TC06: Verify adding coffee updates cart counter, hover preview, cart contents, and total price","709","verifyAddCoffeeToCartUpdatesContentsAndTotal","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.CartManagementTests","UI Tests","org.coffeecart5340.ui.CartManagementTests","verifyAddCoffeeToCartUpdatesContentsAndTotal"
"Verify that hovering over the Total button shows the cart preview with correct items","5576","testTotalButtonPreviewOnHover","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.CartPreviewTests","UI Tests","org.coffeecart5340.ui.CartPreviewTests","testTotalButtonPreviewOnHover"
"  As a customer,
  I want to be able to completely remove an item from my cart by decreasing its quantity to zero using the minus button,
  So that I am not charged for items I no longer want and my total cost updates correctly to $0.00.","14851","TC-54 Verify item removal and total recalculation for Mocha","","2026-06-09","passed","2026-06-09","","Item removal and total recalculation when decreasing cart quantity","TC-54 Verify item removal and total recalculation for Mocha",""
"TC01 & TC06: Verify adding coffee updates cart counter, hover preview, cart contents, and total price","943","verifyAddCoffeeToCartUpdatesContentsAndTotal","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.CartManagementTests","UI Tests","org.coffeecart5340.ui.CartManagementTests","verifyAddCoffeeToCartUpdatesContentsAndTotal"
"","1448","Verify payment form validation and successful submission without promo","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.PaymentModalCheckoutTest","UI Tests","org.coffeecart5340.ui.PaymentModalCheckoutTest","testPaymentFormValidations"
"","8145","Promo drink is not added to cart after declining the offer","","2026-06-09","broken","2026-06-09","","Promotional offer rejection","Promo drink is not added to cart after declining the offer",""
"  As a user, I want to ensure that after I complete an order, my cart is empty so that I can start fresh for my next purchase.","21272","Verify that the cart is empty after completing an order","","2026-06-09","passed","2026-06-09","","After completing an order, the cart should be empty.","Verify that the cart is empty after completing an order",""
"Verify that a discount section appears automatically after adding three cups of the same coffee to the cart.","5777","verifyDiscountAppearsAfterThreeCupsOnTheCartPage","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.PromoDiscountTests","UI Tests","org.coffeecart5340.ui.PromoDiscountTests","verifyDiscountAppearsAfterThreeCupsOnTheCartPage"
"Verify that payment modal fields remain pre-filled after closing and reopening the modal.Also verify that all entered values are cleared after page refresh.","1027","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal","TestSuite","2026-06-09","passed","2026-06-09","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","UI Tests","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal"
